ID,Trade Date,DayOfWeek,Day,Month,Year,Index,High,Low,Total Market Value
3,2020-02-04,3,4,2,2020,1686.07,1688.48,1667.05,8.03831E+12
4,2020-02-03,2,3,2,2020,1649.92,1656.1,1629.96,7.86598E+12
5,2020-01-31,6,31,1,2020,1604.78,1640.7,1597.27,7.6508E+12
6,2020-01-30,5,30,1,2020,1640.56,1642.38,1619.65,7.82159E+12
7,2020-01-29,4,29,1,2020,1646.7,1656.27,1639.45,7.8517E+12
8,2020-01-28,3,28,1,2020,1647.31,1648.46,1628.19,7.85457E+12
9,2020-01-27,2,27,1,2020,1613.03,1623.14,1604.85,7.69114E+12
10,2020-01-24,6,24,1,2020,1645.56,1665.84,1637.25,7.84626E+12
11,2020-01-23,5,23,1,2020,1652.64,1653.9,1640.56,7.88002E+12
12,2020-01-22,4,22,1,2020,1644.92,1655.4,1643.88,7.84318E+12
13,2020-01-21,3,21,1,2020,1651.1,1656.96,1646.97,7.87267E+12
14,2020-01-17,6,17,1,2020,1656.06,1658.67,1646.44,7.89631E+12
15,2020-01-16,5,16,1,2020,1642.85,1643.04,1631.77,7.83332E+12
16,2020-01-15,4,15,1,2020,1631.95,1641.31,1627.01,7.78135E+12
17,2020-01-14,3,14,1,2020,1633.42,1642.98,1628.94,7.78838E+12
18,2020-01-13,2,13,1,2020,1644.14,1644.14,1628.08,7.83946E+12
19,2020-01-10,6,10,1,2020,1615.02,1627.07,1612.66,7.70061E+12
20,2020-01-09,5,9,1,2020,1620.71,1624.52,1609.59,7.72776E+12
21,2020-01-08,4,8,1,2020,1600.5,1607.7,1582.78,7.63151E+12
22,2020-01-07,3,7,1,2020,1586.06,1591.45,1581.47,7.56265E+12
23,2020-01-06,2,6,1,2020,1581.5,1581.5,1558.6,7.54172E+12
24,2020-01-03,6,3,1,2020,1582.44,1589.53,1575.24,7.5462E+12
25,2020-01-02,5,2,1,2020,1582.43,1588.11,1567.65,7.54615E+12
26,2019-12-31,3,31,12,2019,1550.26,1553.65,1539.08,7.39416E+12
27,2019-12-30,2,30,12,2019,1561.91,1568.81,1552.98,7.44975E+12
28,2019-12-27,6,27,12,2019,1575.63,1582.91,1571.42,7.51561E+12
29,2019-12-26,5,26,12,2019,1587.93,1587.93,1578.3,7.57426E+12
30,2019-12-24,3,24,12,2019,1578.09,1580.99,1576.52,7.52739E+12
31,2019-12-23,2,23,12,2019,1582.06,1586.25,1577.88,7.54649E+12
32,2019-12-20,6,20,12,2019,1563.93,1570.17,1558.49,7.42837E+12
33,2019-12-19,5,19,12,2019,1559.33,1561.49,1548.66,7.4076E+12
34,2019-12-18,4,18,12,2019,1543.41,1548.91,1541.66,7.3326E+12
35,2019-12-17,3,17,12,2019,1535.01,1539.02,1530,7.29268E+12
36,2019-12-16,2,16,12,2019,1511.04,1517,1505.44,7.17881E+12
37,2019-12-13,6,13,12,2019,1495.41,1503.1,1490.02,7.10454E+12
38,2019-12-12,5,12,12,2019,1517.31,1521.53,1495.96,7.20866E+12
39,2019-12-11,4,11,12,2019,1499.01,1499.01,1491.26,7.12271E+12
40,2019-12-10,3,10,12,2019,1491.3,1498.57,1486.11,7.08606E+12
41,2019-12-09,2,9,12,2019,1494.37,1506.69,1494.29,7.10078E+12
42,2019-12-06,6,6,12,2019,1506.11,1506.13,1498.04,7.15656E+12
43,2019-12-05,5,5,12,2019,1484.71,1488.87,1479.38,7.0549E+12
44,2019-12-04,4,4,12,2019,1487.41,1492.67,1487.27,7.06947E+12
45,2019-12-03,3,3,12,2019,1492.94,1493.23,1475.89,7.09639E+12
46,2019-12-02,2,2,12,2019,1511.18,1528.1,1503.89,7.18306E+12
47,2019-11-29,6,29,11,2019,1526.74,1537.01,1526.46,7.25711E+12
48,2019-11-27,4,27,11,2019,1541.08,1541.84,1532.94,7.32538E+12
49,2019-11-26,3,26,11,2019,1534.68,1535.32,1529.14,7.29519E+12
50,2019-11-25,2,25,11,2019,1524.18,1525.22,1517.18,7.24537E+12
51,2019-11-22,6,22,11,2019,1514.98,1516.08,1506.82,7.20161E+12
52,2019-11-21,5,21,11,2019,1502.89,1509.26,1497.83,7.14423E+12
53,2019-11-20,4,20,11,2019,1507.53,1517.94,1495.78,7.19269E+12
54,2019-11-19,3,19,11,2019,1514.75,1520.11,1508.21,7.23035E+12
55,2019-11-18,2,18,11,2019,1508.75,1512.37,1499.12,7.20169E+12
56,2019-11-15,6,15,11,2019,1513.61,1513.97,1507.15,7.22503E+12
57,2019-11-14,5,14,11,2019,1508.39,1510.59,1497.48,7.20058E+12
58,2019-11-13,4,13,11,2019,1510.64,1513.8,1505.54,7.2124E+12
59,2019-11-12,3,12,11,2019,1511.41,1516.63,1504.61,7.21798E+12
60,2019-11-11,2,11,11,2019,1503.22,1506.54,1495.65,7.1793E+12
61,2019-11-08,6,8,11,2019,1515.19,1516.17,1499.29,7.23644E+12
62,2019-11-07,5,7,11,2019,1505.33,1514.35,1501.68,7.18951E+12
63,2019-11-06,4,6,11,2019,1494.18,1496.99,1487.66,7.13906E+12
64,2019-11-05,3,5,11,2019,1497.27,1500.1,1493.17,7.15973E+12
65,2019-11-04,2,4,11,2019,1491.44,1501.4,1489.96,7.13189E+12
66,2019-11-01,6,1,11,2019,1479,1479.7,1470.09,7.07247E+12
67,2019-10-31,5,31,10,2019,1466.01,1469.56,1458.86,7.01033E+12
68,2019-10-30,4,30,10,2019,1473.63,1473.63,1461.29,7.04728E+12
69,2019-10-29,3,29,10,2019,1463.65,1479.78,1463.14,7.00019E+12
70,2019-10-28,2,28,10,2019,1480.13,1481.29,1474.12,7.07901E+12
71,2019-10-25,6,25,10,2019,1467.66,1469.23,1450.69,7.01938E+12
72,2019-10-24,5,24,10,2019,1454.82,1460.9,1437.74,6.95797E+12
73,2019-10-23,4,23,10,2019,1436.94,1436.94,1427.81,6.87258E+12
74,2019-10-22,3,22,10,2019,1431.46,1449.7,1429.87,6.84635E+12
75,2019-10-21,2,21,10,2019,1434.85,1437.43,1423.2,6.86255E+12
76,2019-10-18,6,18,10,2019,1431.07,1448.72,1422.23,6.84447E+12
77,2019-10-17,5,17,10,2019,1451.16,1461.31,1445.07,6.94055E+12
78,2019-10-16,4,16,10,2019,1451.27,1456.52,1442.35,6.94111E+12
79,2019-10-15,3,15,10,2019,1458.5,1466.36,1454.78,6.97567E+12
80,2019-10-14,2,14,10,2019,1462.36,1468.78,1454.8,6.99413E+12
81,2019-10-11,6,11,10,2019,1450.83,1464.64,1448.43,6.93898E+12
82,2019-10-10,5,10,10,2019,1478.6,1486.98,1451.87,7.0718E+12
83,2019-10-09,4,9,10,2019,1477.01,1483.31,1469.2,7.06423E+12
84,2019-10-08,3,8,10,2019,1460.6,1481.15,1459.63,6.98585E+12
85,2019-10-07,2,7,10,2019,1471.05,1484.16,1468.8,7.03582E+12
86,2019-10-04,6,4,10,2019,1479.63,1479.63,1463.4,7.07686E+12
87,2019-10-03,5,3,10,2019,1444.69,1452.03,1411.45,6.90972E+12
88,2019-10-02,4,2,10,2019,1439.47,1457.89,1432.03,6.88626E+12
89,2019-10-01,3,1,10,2019,1474.66,1502.53,1463.01,7.05461E+12
90,2019-09-30,2,30,9,2019,1474.95,1482.27,1465.56,7.05683E+12
91,2019-09-27,6,27,9,2019,1463.31,1483.4,1455.38,7.00127E+12
92,2019-09-26,5,26,9,2019,1477.63,1484.58,1464.59,7.07019E+12
93,2019-09-25,4,25,9,2019,1478.41,1484.73,1448.23,7.07394E+12
94,2019-09-24,3,24,9,2019,1449.23,1478.76,1442.91,6.93429E+12
95,2019-09-23,2,23,9,2019,1475.24,1479.79,1470.63,7.0588E+12
96,2019-09-20,6,20,9,2019,1467.49,1490.11,1464.13,7.05248E+12
97,2019-09-19,5,19,9,2019,1483.59,1493.8,1473.53,7.1307E+12
98,2019-09-18,4,18,9,2019,1481.81,1481.99,1466.71,7.12218E+12
99,2019-09-17,3,17,9,2019,1481.86,1484.3,1471.11,7.12239E+12
100,2019-09-16,2,16,9,2019,1482.63,1485.93,1475.14,7.12608E+12
101,2019-09-13,6,13,9,2019,1485.56,1492.43,1479.08,7.14017E+12
102,2019-09-12,5,12,9,2019,1505.53,1515.2,1503.28,7.23628E+12
103,2019-09-11,4,11,9,2019,1497.99,1501.32,1486.23,7.2012E+12
104,2019-09-10,3,10,9,2019,1482.99,1483.56,1467.47,7.12979E+12
105,2019-09-09,2,9,9,2019,1487.6,1496.62,1479.56,7.15198E+12
106,2019-09-06,6,6,9,2019,1494.94,1501.67,1490.33,7.18725E+12
107,2019-09-05,5,5,9,2019,1495.57,1499.5,1482.33,7.19027E+12
108,2019-09-04,4,4,9,2019,1483.9,1484.03,1473.72,7.13537E+12
109,2019-09-03,3,3,9,2019,1474.78,1494.66,1469.2,7.09151E+12
110,2019-08-30,6,30,8,2019,1480.21,1489.22,1469.71,7.11772E+12
111,2019-08-29,5,29,8,2019,1479.26,1485.99,1470.6,7.11329E+12
112,2019-08-28,4,28,8,2019,1455.2,1458.66,1438.1,6.99817E+12
113,2019-08-27,3,27,8,2019,1444.47,1457.69,1435.51,6.94673E+12
114,2019-08-26,2,26,8,2019,1452.46,1452.98,1440.18,6.98515E+12
115,2019-08-23,6,23,8,2019,1425.28,1478.92,1419.61,6.85453E+12
116,2019-08-22,5,22,8,2019,1474.26,1488.38,1463.03,7.09013E+12
117,2019-08-21,4,21,8,2019,1494,1498.29,1488.52,7.18511E+12
118,2019-08-20,3,20,8,2019,1480.44,1493.91,1475.74,7.12036E+12
119,2019-08-19,2,19,8,2019,1490.63,1495.91,1485.72,7.16984E+12
120,2019-08-16,6,16,8,2019,1467.28,1470.64,1452.31,7.05788E+12
121,2019-08-15,5,15,8,2019,1447.91,1454.04,1436.44,6.96472E+12
122,2019-08-14,4,14,8,2019,1454.01,1479.32,1453.49,6.99413E+12
123,2019-08-13,3,13,8,2019,1499.25,1508.65,1464.44,7.1892E+12
124,2019-08-12,2,12,8,2019,1465.36,1478.92,1459.8,7.02678E+12
125,2019-08-09,6,9,8,2019,1482.42,1496.88,1471.46,7.10861E+12
126,2019-08-08,5,8,8,2019,1490.35,1490.65,1463.79,7.14939E+12
127,2019-08-07,4,7,8,2019,1454.64,1459.64,1422.64,6.97813E+12
128,2019-08-06,3,6,8,2019,1446.77,1453.6,1431.52,6.94074E+12
129,2019-08-05,2,5,8,2019,1429.58,1449.44,1417.54,6.85961E+12
130,2019-08-02,6,2,8,2019,1485.57,1495.48,1472.26,7.12827E+12
131,2019-08-01,5,1,8,2019,1502.71,1542.63,1496.24,7.21052E+12
132,2019-07-31,4,31,7,2019,1500.15,1529.74,1497.79,7.19826E+12
133,2019-07-30,3,30,7,2019,1531.42,1535.35,1522.3,7.34857E+12
134,2019-07-29,2,29,7,2019,1528.66,1530.25,1515.41,7.33592E+12
135,2019-07-26,6,26,7,2019,1514.49,1516.77,1503.73,7.26791E+12
136,2019-07-25,5,25,7,2019,1485.03,1495.47,1485.03,7.12654E+12
137,2019-07-24,4,24,7,2019,1499.67,1501.81,1485.32,7.19679E+12
138,2019-07-23,3,23,7,2019,1496.58,1496.68,1484.31,7.18207E+12
139,2019-07-22,2,22,7,2019,1480.25,1484.87,1473.68,7.10373E+12
140,2019-07-19,6,19,7,2019,1466.22,1486.27,1466.15,7.0364E+12
141,2019-07-18,5,18,7,2019,1481.55,1481.55,1465.97,7.10995E+12
142,2019-07-17,4,17,7,2019,1485.09,1497.1,1484.73,7.12696E+12
143,2019-07-16,3,16,7,2019,1493.75,1502.79,1489.56,7.16849E+12
144,2019-07-15,2,15,7,2019,1489.86,1490.03,1482.54,7.14983E+12
145,2019-07-12,6,12,7,2019,1479.75,1479.75,1472.4,7.10133E+12
146,2019-07-11,5,11,7,2019,1473.85,1482.63,1471.28,7.07302E+12
147,2019-07-10,4,10,7,2019,1480.11,1483.43,1471.18,7.10304E+12
148,2019-07-09,3,9,7,2019,1469.18,1470.86,1454.3,7.05061E+12
149,2019-07-08,2,8,7,2019,1455.79,1457.4,1451.21,6.98643E+12
150,2019-07-05,6,5,7,2019,1466.93,1467.54,1454.91,7.0399E+12
151,2019-07-03,4,3,7,2019,1463.56,1463.56,1452.63,7.02373E+12
152,2019-07-02,3,2,7,2019,1448.99,1449.11,1435.53,6.95512E+12
153,2019-07-01,2,1,7,2019,1436.32,1446.31,1430.95,6.89511E+12
154,2019-06-28,6,28,6,2019,1409.96,1415.75,1405.47,6.76856E+12
155,2019-06-27,5,27,6,2019,1412.99,1416.23,1408.63,6.7831E+12
156,2019-06-26,4,26,6,2019,1407.24,1418.48,1403.76,6.756E+12
157,2019-06-25,3,25,6,2019,1395.9,1421.09,1395.9,6.70154E+12
158,2019-06-24,2,24,6,2019,1419.63,1425.37,1417.24,6.81547E+12
159,2019-06-21,6,21,6,2019,1423.99,1432.23,1417.58,6.86111E+12
160,2019-06-20,5,20,6,2019,1424.96,1433.37,1414.08,6.86663E+12
161,2019-06-19,4,19,6,2019,1419.72,1421.16,1406.82,6.8414E+12
162,2019-06-18,3,18,6,2019,1423.82,1435.06,1417.69,6.86117E+12
163,2019-06-17,2,17,6,2019,1401.9,1406.81,1391.74,6.75552E+12
164,2019-06-14,6,14,6,2019,1387.37,1393.7,1381.04,6.68554E+12
165,2019-06-13,5,13,6,2019,1384.88,1388.11,1381.04,6.67354E+12
166,2019-06-12,4,12,6,2019,1373.22,1379.44,1369.58,6.61856E+12
167,2019-06-11,3,11,6,2019,1381.4,1397.17,1375.99,6.65798E+12
168,2019-06-10,2,10,6,2019,1382.33,1395.88,1377.62,6.66261E+12
169,2019-06-07,6,7,6,2019,1359.54,1364.59,1342.07,6.55284E+12
170,2019-06-06,5,6,6,2019,1338.24,1343.03,1323.3,6.4502E+12
171,2019-06-05,4,5,6,2019,1326,1331.14,1312.38,6.39237E+12
172,2019-06-04,3,4,6,2019,1321.85,1322.04,1293.99,6.37296E+12
173,2019-06-03,2,3,6,2019,1291.52,1319.34,1279.43,6.22675E+12
174,2019-05-31,6,31,5,2019,1322,1331.22,1317.59,6.37367E+12
175,2019-05-30,5,30,5,2019,1345.06,1347.77,1335.68,6.48486E+12
176,2019-05-29,4,29,5,2019,1335.37,1340.46,1328.27,6.43912E+12
177,2019-05-28,3,28,5,2019,1342.17,1356.49,1341.73,6.47197E+12
178,2019-05-24,6,24,5,2019,1344.47,1359.77,1340.68,6.4831E+12
179,2019-05-23,5,23,5,2019,1348.2,1357.95,1338.86,6.50107E+12
180,2019-05-22,4,22,5,2019,1370.05,1379.43,1361.79,6.60657E+12
181,2019-05-21,3,21,5,2019,1362.16,1374.69,1360.94,6.56874E+12
182,2019-05-20,2,20,5,2019,1353.73,1363.79,1350.1,6.52824E+12
183,2019-05-17,6,17,5,2019,1377.06,1395.91,1375.85,6.64088E+12
184,2019-05-16,5,16,5,2019,1384.8,1395.64,1368.85,6.67865E+12
185,2019-05-15,4,15,5,2019,1362.77,1369.06,1338.02,6.57313E+12
186,2019-05-14,3,14,5,2019,1338.41,1347.56,1326.9,6.45823E+12
187,2019-05-13,2,13,5,2019,1317.21,1332.63,1315.85,6.35619E+12
188,2019-05-10,6,10,5,2019,1359.51,1368.8,1330.95,6.56042E+12
189,2019-05-09,5,9,5,2019,1359.64,1363.89,1340.22,6.5637E+12
190,2019-05-08,4,8,5,2019,1368.14,1378.11,1362.44,6.60498E+12
191,2019-05-07,3,7,5,2019,1366.66,1385.9,1352.65,6.59818E+12
192,2019-05-06,2,6,5,2019,1389.71,1390.68,1366.75,6.70954E+12
193,2019-05-03,6,3,5,2019,1395.81,1396.01,1385.71,6.74009E+12
194,2019-05-02,5,2,5,2019,1382.84,1395.78,1374.37,6.67807E+12
195,2019-05-01,4,1,5,2019,1382.83,1400.41,1382.75,6.67801E+12
196,2019-04-30,3,30,4,2019,1393.01,1395.49,1384.42,6.72718E+12
197,2019-04-29,2,29,4,2019,1415.63,1417.51,1412.31,6.83648E+12
198,2019-04-26,6,26,4,2019,1412.03,1413.61,1398.53,6.8191E+12
199,2019-04-25,5,25,4,2019,1413.35,1421.81,1406.92,6.82564E+12
200,2019-04-24,4,24,4,2019,1402.21,1413.5,1402.17,6.77181E+12
201,2019-04-23,3,23,4,2019,1408.79,1410.6,1390.86,6.80361E+12
202,2019-04-22,2,22,4,2019,1387.06,1387.26,1375.86,6.69874E+12
203,2019-04-18,5,18,4,2019,1379.38,1382.46,1372.4,6.66166E+12
204,2019-04-17,4,17,4,2019,1373.6,1379.85,1370.59,6.63373E+12
205,2019-04-16,3,16,4,2019,1368.42,1371.18,1364.95,6.60875E+12
206,2019-04-15,2,15,4,2019,1357.5,1361.43,1349.2,6.556E+12
207,2019-04-12,6,12,4,2019,1358.78,1361.92,1352.03,6.56217E+12
208,2019-04-11,5,11,4,2019,1354.46,1360.12,1354.46,6.5413E+12
209,2019-04-10,4,10,4,2019,1357.06,1357.16,1350.08,6.55384E+12
210,2019-04-09,3,9,4,2019,1353.78,1359.91,1350.91,6.53805E+12
211,2019-04-08,2,8,4,2019,1359.15,1359.15,1348.57,6.56404E+12
212,2019-04-05,6,5,4,2019,1359.37,1361.41,1353.04,6.56511E+12
213,2019-04-04,5,4,4,2019,1345.32,1348.1,1337.53,6.49724E+12
214,2019-04-03,4,3,4,2019,1337.75,1346.82,1333.1,6.46201E+12
215,2019-04-02,3,2,4,2019,1342.78,1342.8,1331.42,6.48628E+12
216,2019-04-01,2,1,4,2019,1327.21,1330.94,1319.93,6.41183E+12
217,2019-03-29,6,29,3,2019,1321.03,1323.92,1310.84,6.38199E+12
218,2019-03-28,5,28,3,2019,1305.04,1310.22,1297.6,6.30471E+12
219,2019-03-27,4,27,3,2019,1292.38,1301.33,1279.65,6.24403E+12
220,2019-03-26,3,26,3,2019,1297.76,1307.7,1291.15,6.27028E+12
221,2019-03-25,2,25,3,2019,1292.95,1297.79,1282.98,6.24702E+12
222,2019-03-22,6,22,3,2019,1292.65,1323.76,1292.65,6.24557E+12
223,2019-03-21,5,21,3,2019,1337.12,1340.84,1306.16,6.46044E+12
224,2019-03-20,4,20,3,2019,1305.41,1307.47,1292.81,6.30722E+12
225,2019-03-19,3,19,3,2019,1292.37,1299.25,1286.62,6.29856E+12
226,2019-03-18,2,18,3,2019,1292.49,1295.01,1285.97,6.29928E+12
227,2019-03-15,6,15,3,2019,1283.6,1286.68,1278.32,6.29286E+12
228,2019-03-14,5,14,3,2019,1271.71,1279.78,1271.66,6.23472E+12
229,2019-03-13,4,13,3,2019,1279.39,1288.04,1274.99,6.27319E+12
230,2019-03-12,3,12,3,2019,1282.32,1289.49,1271.51,6.28755E+12
231,2019-03-11,2,11,3,2019,1275.54,1275.54,1258.94,6.2543E+12
232,2019-03-08,6,8,3,2019,1256.8,1257.97,1239.43,6.16245E+12
233,2019-03-07,5,7,3,2019,1249.12,1262.25,1248.85,6.12475E+12
234,2019-03-06,4,6,3,2019,1260.96,1270.33,1257.2,6.18356E+12
235,2019-03-05,3,5,3,2019,1272.51,1273.15,1263.39,6.24083E+12
236,2019-03-04,2,4,3,2019,1265.66,1274.26,1250.46,6.20724E+12
237,2019-03-01,6,1,3,2019,1258.96,1266.76,1250.03,6.17437E+12
238,2019-02-28,5,28,2,2019,1244.04,1252.78,1241.82,6.10121E+12
239,2019-02-27,4,27,2,2019,1243.88,1248.44,1232.32,6.1019E+12
240,2019-02-26,3,26,2,2019,1254.03,1263.64,1248.43,6.15197E+12
241,2019-02-25,2,25,2,2019,1269.2,1277.83,1265.14,6.22637E+12
242,2019-02-22,6,22,2,2019,1265.68,1266.25,1258.52,6.20919E+12
243,2019-02-21,5,21,2,2019,1254.87,1262.73,1249.62,6.15614E+12
244,2019-02-20,4,20,2,2019,1259.96,1268.5,1252.19,6.1811E+12
245,2019-02-19,3,19,2,2019,1263.28,1268.7,1259.34,6.20027E+12
246,2019-02-15,6,15,2,2019,1279.3,1284.37,1270.49,6.27889E+12
